Item,Meaning_Mnem,Reading_Mnem,Meaning_Score,Reading_Score,Meaning_User,Reading_User,Info,Last_Updated
k地,,"<span class=""highlight-reading"">Je</span>sus (じ) saved the <span class=""highlight-kanji"">earth</span> by dying on the cross. Not from sin like christianity says, but from the <span class=""highlight-reading"">chee</span>se (ち). The cheese demons were planning to eat us to avenge all their  fallen brethren, but Jesus sacrificed himself instead.",,0,,c,,Sun Jun 21 2020 19:05:21 GMT-0400 (EDT)
v演ずる,,,,,,,,Sat Apr 07 2018 18:46:02 GMT-0400 (EDT)
v領収書,,,,,,,,
v芝生,,,,,,,,
v斜体,,,,,,,,Wed Jul 01 2020 13:38:05 GMT-0400 (EDT)
v後悔,"<span class=""highlight-vocabulary"">Repentance</span> is when you put your <span class=""highlight-kanji"">regret</span> <span class=""highlight-kanji"">behind</span> you.",,2,,Samuel-H,,,Thu Jan 23 2020 20:59:15 GMT-0500 (EST)
v独立,,,,,,,,
v硬い,,,,,,,,Fri Jul 17 2015 21:05:07 GMT-0400 (EDT)
v高校生,,,,,,,,Mon Aug 14 2017 21:06:59 GMT-0400 (EDT)
v交通網,,,,,,,,
k黙,,,,,,,,
v焦り,,,,,,,,
v悲しい,,,,,,,redfr:8585,Mon Mar 30 2020 20:50:44 GMT-0400 (EDT)
v歯,,,,,,,,Mon Jun 15 2020 14:47:15 GMT-0400 (EDT)
v軸,,,,,,,,Sun Feb 15 2015 09:27:25 GMT-0500 (EST)
v宿泊,,,,,,,,
v刈り取る,,,,,,,,
v綱引き,,,,,,,,
v紛糾,,,,,,,,
v網,,,,,,,,Wed Feb 18 2015 09:17:19 GMT-0500 (EST)
v土,,!,,,,c,,Wed Aug 12 2020 19:31:49 GMT-0400 (EDT)
v他,,"Adding to WaniKani's mnemonic: the hoe car is strictly used for picking up hoes, hence the name ほか.",,0,,c,,Thu Jun 11 2020 19:07:03 GMT-0400 (EDT)
v任務,,,,,,,,Sun Feb 04 2018 00:02:15 GMT-0500 (EST)
v住宅,,,,,,,,Sun Sep 09 2018 08:05:56 GMT-0400 (EDT)
v副詞,,,,,,,,Sat Apr 07 2018 19:28:01 GMT-0400 (EDT)
v仮に,,,,,,,redfr:8585,Thu Sep 19 2019 05:45:28 GMT-0400 (EDT)
v算数,,,,,,,redfr:8585,Wed Sep 25 2019 06:40:38 GMT-0400 (EDT)
v紀元後,!,,,,ript:void(0),,,Tue Apr 07 2020 17:17:17 GMT-0400 (EDT)
v確率,,,,,,,,Sat Apr 07 2018 19:19:31 GMT-0400 (EDT)
v割る,,,,,,,,Sun Sep 09 2018 08:07:35 GMT-0400 (EDT)
v側,,,,,,,,
v体力,,,,,,,,Mon Feb 12 2018 12:38:21 GMT-0500 (EST)
v多分,,"If you're moroccan think about tobban, now you will  never forget this one.",,0,,collmomo,,Fri Dec 25 2020 01:11:30 GMT-0500 (EST)
k響,,,,,,,,
v朗らか,,,,,,,,
v微妙,,,,,,,,Tue Sep 10 2019 00:48:59 GMT-0400 (EDT)
v掲げる,,,,,,,,Mon Nov 23 2015 13:33:59 GMT-0500 (EST)
v閣議,,,,,,,,Sat Feb 28 2015 10:26:50 GMT-0500 (EST)
v里心,,,,,,,,Mon Mar 04 2019 07:52:19 GMT-0500 (EST)
v役人,,"To remember  which version of  人: All public officials ever do is play on their nintendos (<span class=""highlight-reading"">にん</span>).",,0,,c,,Wed Sep 02 2020 13:39:27 GMT-0400 (EDT)
k酎,,,,,,,,
v隠れる,,,,,,,redfr:8432,Sat Apr 01 2017 06:44:14 GMT-0400 (EDT)
v帰郷する,,,,,,,,
v趣味,,,,,,,,Tue Nov 19 2019 23:26:51 GMT-0500 (EST)
k捜,,,,,,,redfr:6856,Thu Jun 25 2015 07:34:09 GMT-0400 (EDT)
k掛,,,,,,,,Mon Jun 11 2018 20:25:15 GMT-0400 (EDT)
v大臣,,,,,,,,
v酒造,,,,,,,,
k褒,,,,,,,,Tue Nov 24 2015 14:43:38 GMT-0500 (EST)
k排,,,,,,,,Tue Sep 10 2019 00:50:50 GMT-0400 (EDT)
v研修,,,,,,,,Sat Feb 28 2015 02:35:43 GMT-0500 (EST)
v作る,,!,,,,c,,Mon Sep 02 2019 17:15:47 GMT-0400 (EDT)
k泊,,,,,,,,
k喪,,,,,,,,
k擦,,,,,,,,Sat Feb 28 2015 10:30:56 GMT-0500 (EST)
k盆,,,,,,,,
v来月,,,,,,,,Sat Nov 17 2018 05:31:21 GMT-0500 (EST)
v飢える,,,,,,,,Wed Dec 09 2015 08:06:20 GMT-0500 (EST)
v範囲,,,,,,,,Tue Nov 19 2019 23:08:39 GMT-0500 (EST)
v双眼鏡,,,,,,,,
v古来,"The Prophet Micah tells us about the promised Messiah and His place of birth that O Bethlehem Ephrathah, who are too little to be among the clans of Judah, from you shall come forth for me one who is to be ruler in Israel, whose ""Coming"" forth is from of ""Old"", from ANCIENT days.",,0,,c,,,Mon Oct 26 2020 21:39:50 GMT-0400 (EDT)
v霧,,,,,,,,
v揺る,,,,,,,,
k徴,,,,,,,redfr:6932,Wed Jul 08 2015 16:07:59 GMT-0400 (EDT)
v決裂,,,,,,,,Tue Feb 17 2015 11:38:47 GMT-0500 (EST)
v新芽,,,,,,,,
v募る,,,,,,,,
v抑圧,,,,,,,,
v急患,,,,,,,,
k麗,,,,,,,,
v鉱業,,,,,,,,
v綱,,,,,,,,
v受託,,,,,,,,Wed Feb 18 2015 12:39:34 GMT-0500 (EST)
v哲学,,,,,,,,
k陣,,,,,,,,
v踊る,,,,,,,,
v解析,,,,,,,,
v見返す,,,,,,,redfr:3838,Mon Feb 16 2015 02:22:38 GMT-0500 (EST)
v親不孝,,,,,,,,Tue Sep 10 2019 00:42:27 GMT-0400 (EDT)
v通信網,,,,,,,,
v先ず,!,,,,c|dreagan,,,Sun Dec 20 2020 08:20:45 GMT-0500 (EST)
v剛健,,,,,,,,
v多い,,"The kanji many is read TA (from Tacos).
Just imagine a ridiculous number of tacos crushing you. The last thing you yell is ""おお!!!"" as you get smushed.",,0,,c,,Thu Nov 26 2020 17:37:25 GMT-0500 (EST)
v外れる,,!,,,,Dakes,,Wed Nov 25 2020 16:21:17 GMT-0500 (EST)
v間接,,,,,,,,
v寸前,,,,,,,,Sat Mar 14 2015 16:33:54 GMT-0400 (EDT)
v淡水,,,,,,,,
v逃れる,,,,,,,,
v紛らす,,,,,,,,
k淡,,,,,,,,Thu May 18 2017 06:39:24 GMT-0400 (EDT)
v駆け込む,,,,,,,,
v床,,,,,,,,
v作文,,,,,,,redfr:8586,Mon Feb 03 2020 21:16:28 GMT-0500 (EST)
v年来,!,,,,liljas,,,Thu May 25 2017 05:42:25 GMT-0400 (EDT)
v学ぶ,,,,,,,,Sat Oct 03 2020 21:00:45 GMT-0400 (EDT)
v何,,,,,,,,Thu Nov 21 2019 03:51:34 GMT-0500 (EST)
v毎日,,,,,,,,Mon Feb 03 2020 04:12:50 GMT-0500 (EST)
k午,"Similar to the cow Mnemonic, you have a gun, because there will be a standoff at <span class=""highlight-vocabulary"">noon</span>. But because you can't let your guard down and cannot lower your weapon, you lie it on a fence, so you don't have to hold it up by hand, until <span class=""highlight-vocabulary"">noon</span>.","You know that <span class=""highlight-radical"">dry</span> <span class=""highlight-radical"">slide</span>? You <span class=""highlight-reading"">go</span> so much faster down it!",0,1,Dakes,c,,Sat Nov 21 2020 18:25:13 GMT-0500 (EST)
v富む,,,,,,,,
v照れる,,,,,,,,Tue Feb 24 2015 01:40:02 GMT-0500 (EST)
v巣,,,,,,,,
v毎月,,,,,,,,Mon Feb 24 2020 03:11:28 GMT-0500 (EST)
v谷,,,,,,,,Tue May 12 2020 09:19:57 GMT-0400 (EDT)
k考,,,,,,,,Mon Aug 19 2019 17:38:21 GMT-0400 (EDT)
v来る,,!,,,,c,,Sun Sep 08 2019 17:21:31 GMT-0400 (EDT)
v画廊,,,,,,,,
v外来,,,,,,,,Wed Jun 24 2020 18:36:48 GMT-0400 (EDT)
v同日,,,,,,,redfr:8586,Sun Jun 14 2020 20:57:38 GMT-0400 (EDT)
v教室,,,,,,,,Sat May 16 2020 20:12:24 GMT-0400 (EDT)
k富,,,,,,,,Sun Feb 22 2015 09:33:19 GMT-0500 (EST)
k索,,,,,,,,Sat Aug 22 2015 05:54:43 GMT-0400 (EDT)
k苦,,,,,,,,Sat May 16 2020 20:09:10 GMT-0400 (EDT)
k巣,,,,,,,,
v怒る,,,,,,,,Thu Feb 19 2015 20:02:12 GMT-0500 (EST)
v審査,,,,,,,,Sat Jun 30 2018 13:59:26 GMT-0400 (EDT)
v迷惑メール,,,,,,,,
v修士,,,,,,,,Tue Sep 10 2019 00:52:59 GMT-0400 (EDT)
v進撃,,,,,,,,
v反省,,,,,,,,Sun Jun 10 2018 16:08:14 GMT-0400 (EDT)
v価,Value goes brrrrrrr.,,0,,c,,,Fri Jun 26 2020 04:55:30 GMT-0400 (EDT)
v気を付けて,,,,,,,,Mon Aug 14 2017 21:22:47 GMT-0400 (EDT)
v〜倍,,,,,,,,
v念願,,,,,,,,Mon Jun 11 2018 20:25:27 GMT-0400 (EDT)
k区,,,,,,,redfr:8586,Mon Nov 25 2019 09:47:50 GMT-0500 (EST)
k計,,,,,,,,
k和,,!,,,,c,,Wed Dec 11 2019 12:31:46 GMT-0500 (EST)
v秋,,,,,,,,
v区,,,,,,,,Sat Jun 30 2018 13:29:56 GMT-0400 (EDT)
v区分,,,,,,,,Sun Aug 16 2015 18:40:37 GMT-0400 (EDT)
v時計,,,,,,,,Sun Dec 02 2018 05:28:27 GMT-0500 (EST)
v岩,,Think if the ewoks using boulders to smash AT-STs on endor from Star Wars.,,0,,c,,Wed Aug 05 2020 23:25:27 GMT-0400 (EDT)
k合,,,,,,,,Mon May 14 2018 17:25:24 GMT-0400 (EDT)
v地区,,,,,,,redfr:7914,Mon Mar 28 2016 01:19:43 GMT-0400 (EDT)
v仮名,,,,,,,,Tue Apr 23 2019 10:20:47 GMT-0400 (EDT)
v電池,,,,,,,redfr:8491,Mon Jan 15 2018 16:45:19 GMT-0500 (EST)
v学者,,,,,,,,Sun Mar 31 2019 08:24:40 GMT-0400 (EDT)
v外れ,,,,,,,redfr:8585,Mon Apr 20 2020 22:31:10 GMT-0400 (EDT)
v切腹,,,,,,,,
v催促する,,,,,,,,Thu Feb 19 2015 13:11:13 GMT-0500 (EST)
k掃,,,,,,,,
k絡,,!,,,,c,,Tue Mar 31 2020 08:57:41 GMT-0400 (EDT)
k給,,,,,,,,
v恐怖症,,,,,,,,
v盗作,,,,,,,,
v実験,,,,,,,,Mon May 13 2019 05:02:19 GMT-0400 (EDT)
v懐かしい,,,,,,,,Mon Mar 02 2015 13:52:34 GMT-0500 (EST)
v整然,,,,,,,,Sat Oct 28 2017 05:50:53 GMT-0400 (EDT)
v代わり,,,,,,,redfr:8586,Fri Feb 07 2020 07:19:12 GMT-0500 (EST)
v乗る,,,,,,,redfr:6988,Wed Jul 29 2015 20:34:26 GMT-0400 (EDT)
v対談,,"You're both having a <span class=""highlight-reading"">conversation</span> about how you want to <span class=""highlight-reading"">tie Dan</span> down. He keeps distracting you every time you... aww damn it. here he comes.",,0,,c,,Thu Jun 11 2020 05:42:40 GMT-0400 (EDT)
v場合,,!,,,,c,,Sat Mar 07 2020 01:59:45 GMT-0500 (EST)
v両者,,,,,,,,Fri Apr 05 2019 08:14:44 GMT-0400 (EDT)
k効,,"<span class=""highlight-reading"">Kou</span>ichi's thing, WaniKani, is very <span class=""highlight-kanji"">effective</span>.",,0,,c,,Fri Jan 10 2020 05:15:12 GMT-0500 (EST)
v過去,,,,,,,,Sat Jun 30 2018 22:51:43 GMT-0400 (EDT)
v診察,,,,,,,,
k補,,,,,,,,Sun Apr 22 2018 03:44:04 GMT-0400 (EDT)
k景,,,,,,,,
k委,!,,,,c,,,Tue Jun 16 2020 21:34:42 GMT-0400 (EDT)
k環,,,,,,,,
k豊,,,,,,,,Sat Apr 07 2018 18:55:51 GMT-0400 (EDT)
k抜,"You are beating up your <span class=""highlight-radical"">friend</span> with a <span class=""highlight-reading"">nailbat</span> to <span class=""highlight-kanji"">extract</span> information from them. Maybe your friend is a Russian spy while your work for the CIA. You have great affection for your friend, but this information is so crucial that you forsake your empathy in order to get your friend to spill the beans. In a way this hurts you more than it hurts them, but that's the job.",,5,,Artur,,,Tue Mar 05 2019 00:30:35 GMT-0500 (EST)
k巻,,,,,,,,Wed Mar 11 2015 22:57:06 GMT-0400 (EDT)
v移る,,,,,,,,Mon Feb 23 2015 11:00:35 GMT-0500 (EST)
v弓道,,,,,,,redfr:8510,Mon Oct 15 2018 04:45:52 GMT-0400 (EDT)
k願,You look into your GEODUCK tank and find its' GONE  - your sibling took it and left a sucky one! You REQUEST the ORIGINAL back from your sibling.,"I don't like the <span class=""highlight-radical"">GEODUCK</span>.  I <span class=""highlight-kanji"">REQUEST</span> it <span class=""highlight-reading"">GAN</span>.",0,0,c,c,,Thu Aug 13 2020 01:18:58 GMT-0400 (EDT)
k額,,,,,,,redfr:6776,Thu Jun 04 2015 00:51:08 GMT-0400 (EDT)
v都庁,,,,,,,,
k負,,,,,,,,Thu May 09 2019 07:54:25 GMT-0400 (EDT)
k乗,,,,,,,,Mon May 06 2019 08:50:26 GMT-0400 (EDT)
v年賀状,,,,,,,,Fri Apr 13 2018 17:46:28 GMT-0400 (EDT)
k飛,,,,,,,redfr:6241,Thu Apr 23 2015 13:37:52 GMT-0400 (EDT)
k待,,,,,,,,Fri Jan 05 2018 21:08:29 GMT-0500 (EST)
k度,,,,,,,,Tue Mar 19 2019 04:07:57 GMT-0400 (EDT)
v沢,,,,,,,,
v大根,,,,,,,,
k定,,,,,,,,Mon Jun 15 2020 14:49:18 GMT-0400 (EDT)
v親,,,,,,,,Sat Feb 20 2016 22:04:23 GMT-0500 (EST)
v係わる,,,,,,,,Sun Sep 09 2018 07:49:45 GMT-0400 (EDT)
k服,Forget about radicals. I can see ironing table and a closet next to it.,,0,,c,,,Mon Apr 15 2019 06:00:57 GMT-0400 (EDT)
v販売,,,,,,,,Wed May 23 2018 01:07:58 GMT-0400 (EDT)
v生保,,,,,,,,Tue Apr 23 2019 10:16:40 GMT-0400 (EDT)
k相,,"そう、we しょうd, have a mutual understanding .",,0,,c,,Sun Jan 12 2020 23:04:11 GMT-0500 (EST)
v願い事,,,,,,,,Wed Oct 31 2018 23:21:23 GMT-0400 (EDT)
k美,,,,,,,,Mon Jun 15 2020 14:48:21 GMT-0400 (EDT)
v心身,,,,,,,,Wed May 20 2020 08:56:02 GMT-0400 (EDT)
v訓令,,,,,,,,
v大声,,"No good mnemonic here, but having fund and just saying ""おおごえ"" really loud a couple times makes it pretty memorable.",,0,,c,,Sun Nov 10 2019 12:29:40 GMT-0500 (EST)
v警察庁,,,,,,,,Mon Apr 23 2018 17:17:02 GMT-0400 (EDT)
v助言,,,,,,,,Thu May 09 2019 07:52:44 GMT-0400 (EDT)
k福,,,,,,,,Sat Mar 07 2015 11:37:51 GMT-0500 (EST)
v両日,,,,,,,,Fri Mar 08 2019 21:31:38 GMT-0500 (EST)
v究明,,,,,,,,Wed May 20 2020 08:55:46 GMT-0400 (EDT)
v通販,,,,,,,,
v死体,,,,,,,,
v太字,,,,,,,,Sun Dec 22 2019 08:15:13 GMT-0500 (EST)
v不味い,,,,,,,,Sun Jun 10 2018 15:51:53 GMT-0400 (EDT)
v大役,,,,,,,,Wed May 20 2020 08:51:32 GMT-0400 (EDT)
v庭,,,,,,,redfr:8510,Tue Oct 30 2018 17:05:14 GMT-0400 (EDT)
v寝る,,,,,,,,
v不正,,,,,,,,Sat Apr 21 2018 16:53:43 GMT-0400 (EDT)
v園,,,,,,,,
v罰金,,,,,,,redfr:8480,Tue Aug 22 2017 05:59:06 GMT-0400 (EDT)
v名所,,,,,,,redfr:8510,Mon Oct 22 2018 12:28:54 GMT-0400 (EDT)
v自動販売機,,,,,,,,
v助力,,,,,,,,Tue Apr 23 2019 10:15:19 GMT-0400 (EDT)
v示す,,,,,,,,Sat Jun 30 2018 22:58:52 GMT-0400 (EDT)
v五十音順,,,,,,,redfr:6484,Sat May 09 2015 09:49:00 GMT-0400 (EDT)
v脱税,,,,,,,,Sat Apr 07 2018 19:20:51 GMT-0400 (EDT)
v科学,,,,,,,,Thu Oct 03 2019 06:54:59 GMT-0400 (EDT)
v待つ,,,,,,,redfr:8489,Tue Nov 07 2017 04:49:41 GMT-0500 (EST)
v比べる,,"Your little brother asks you to <span class=""highlight-vocabulary"">compare</span> Naruto and Goku and tell you which one of them is <span class=""highlight-reading"">cooler</span> (くら).|You compare: who is a cooler bear? a koala bear? no, obviously a polar bear. he's a cooler bear.",,0|0,,fioraaeterna|c,,Sat Dec 14 2019 10:04:44 GMT-0500 (EST)
v全景,,,,,,,,Mon Feb 20 2017 20:32:20 GMT-0500 (EST)
v限度,,,,,,,redfr:6913,Tue Jun 30 2015 10:03:05 GMT-0400 (EDT)
k改,,,,,,,,
v捕まる,,,,,,,,Sat Jul 04 2015 19:00:52 GMT-0400 (EDT)
k見,,"It's not you that you are seeing, its your Mii !",,0,,Dakes,,Sun Dec 06 2020 18:22:13 GMT-0500 (EST)
v見える,,,,,,,,Wed Mar 20 2019 08:23:23 GMT-0400 (EDT)
v休み,"""Oyasumi"" means good night, so with a good night you rest well.",Just like おやすみ means sleep. if you make it shorter by removing the お it turns into rest.,0,0,c,c,,Thu Jun 11 2020 18:49:48 GMT-0400 (EDT)
v作用,,,,,,,redfr:8587,Mon May 18 2020 19:18:31 GMT-0400 (EDT)
v気分,To concentrate your ENERGY for a Kame-Hame-Ha it takes you a whole MINUTE. That's because you're not FEELING very well and you are in a bad MOOD.,,0,,c,,,Mon Mar 12 2018 21:58:19 GMT-0400 (EDT)
v入る,,,,,,,redfr:8510,Tue Aug 28 2018 11:26:20 GMT-0400 (EDT)
v八,,,,,,,,Sat Mar 28 2020 17:12:12 GMT-0400 (EDT)
v久しぶり,,,,,,,,Mon Nov 06 2017 15:54:55 GMT-0500 (EST)
v方,,,,,,,redfr:8339,Sun Jan 15 2017 07:24:21 GMT-0500 (EST)
v少女,,,,,,,,Sun Feb 10 2019 01:33:38 GMT-0500 (EST)
v雪,,"YOU GIVE ME ALL I NEED = YUKIMI ONANI = <span class=""highlight-reading"">ゆき</span>みおなに = Snowwatching masturbation.

https://youtu.be/4lgOZlQJ_sw?t=238.",,0,,c,,Wed May 27 2020 14:51:09 GMT-0400 (EDT)
v車両,,,,,,,redfr:8595,Tue Jun 30 2020 16:51:56 GMT-0400 (EDT)
v花見,,,,,,,,Wed Mar 20 2019 08:25:14 GMT-0400 (EDT)
vお礼,,,,,,,,Mon Mar 12 2018 05:50:20 GMT-0400 (EDT)
v今すぐ,,,,,,,redfr:8516,Wed Jan 23 2019 05:02:03 GMT-0500 (EST)
v空車,,,,,,,redfr:8489,Thu Nov 09 2017 18:42:00 GMT-0500 (EST)
v空気,,,,,,,redfr:8586,Thu Nov 28 2019 23:05:48 GMT-0500 (EST)
k草,"What would early flowers be? Well, before flowers evolved, they had to be <span class=""highlight-kanji"">grass</span>, Or something similar to <span class=""highlight-kanji"">grass</span>.","After the cross of grass is killed of from the sun you get angry and yell out ""くそ” except you have a speech impediment so it comes out as ""くさ"" instead. Which only fuels your anger further, turning into rage. ""くさくさくさくさくさ～～～！！！！"" you yell out like youve just been defeated in an anime.",0,0,Dakes,c,,Tue Dec 15 2020 06:52:30 GMT-0500 (EST)
v見せる,,,,,,,,Mon Aug 10 2020 07:32:40 GMT-0400 (EDT)
v元気,,,,,,,,Fri Apr 17 2020 10:36:10 GMT-0400 (EDT)
v休日,,,,,,,,Fri Feb 14 2020 23:30:42 GMT-0500 (EST)
v赤い,,,,,,,redfr:8516,Wed Jan 23 2019 01:16:37 GMT-0500 (EST)
v車,,,,,,,,Wed Mar 20 2019 08:20:09 GMT-0400 (EDT)
v糸,,,,,,,,Wed Jul 04 2018 16:52:58 GMT-0400 (EDT)
v気に入る,,!,,,,ript:void(0),,Fri Mar 27 2020 16:53:26 GMT-0400 (EDT)
v気,,,,,,,,Mon Feb 12 2018 12:33:47 GMT-0500 (EST)
v花,,,,,,,,Wed Mar 20 2019 08:30:58 GMT-0400 (EDT)
v皿,,,,,,,redfr:7389,Sat Dec 12 2015 15:35:51 GMT-0500 (EST)
v赤,,,,,,,,
v人気,You can feel a lot of peoples (人) energy (気) around popular (人気) thing.,,0,,c,,,Sat Jan 18 2020 19:21:29 GMT-0500 (EST)
v天気,,,,,,,redfr:8516,Sun Jan 20 2019 04:02:34 GMT-0500 (EST)
v見る,,,,,,,,Mon Jan 27 2020 06:18:49 GMT-0500 (EST)
v写す,,!,,,,c,,Thu Jun 11 2020 18:38:49 GMT-0400 (EDT)
k代,,,,,,,,Mon Feb 03 2020 16:07:00 GMT-0500 (EST)
v見分ける,,,,,,,,Sun Nov 27 2016 17:04:41 GMT-0500 (EST)
v歩道,,"To travel the sidewalk you must follow ""The way of walking"" just like ju-dou or ken-dou, the way of walking is ho-dou. You need a hoe for the way of walking, so you can till the soil as you travel the lands.",,0,,c,,Tue Jul 14 2020 23:23:43 GMT-0400 (EDT)
v弱点,,,,,,,redfr:8339,Mon Jan 02 2017 08:41:48 GMT-0500 (EST)
v代える,,,,,,,,Sat Dec 15 2018 01:01:24 GMT-0500 (EST)
v大文字,,"<span class=""highlight-vocabulary"">文字</span> is prounced the same way  as you may have learned before. <span class=""highlight-reading"">もじ</span>.",,0,,c,,Sat May 16 2020 08:29:46 GMT-0400 (EDT)
v町,,"You hate the village so you pull out a MATCH. You hate it because you lost in a MATCH: to another WK user. He loves to eat MACHI, and he's a MACHIstic.",,0,,c,,Sat Jun 27 2020 22:46:03 GMT-0400 (EDT)
v四百,,,,,,,,Sat Feb 16 2019 18:59:20 GMT-0500 (EST)
v竹,,,,,,,,
v他人,,"A stranger shows up to your party with (TA)cos. How many? (NIN)e (TA)cos. Does he share? No. No, he doesn't.",,0,,c,,Mon Nov 04 2019 22:18:24 GMT-0500 (EST)
k望,,,,,,,,Fri Jul 01 2016 15:11:16 GMT-0400 (EDT)
v大仏,,,,,,,,Fri Jun 29 2018 22:21:45 GMT-0400 (EDT)
v見送る,,,,,,,,Thu Apr 11 2019 23:06:26 GMT-0400 (EDT)
v昼,,,,,,,,Sun Mar 01 2015 12:59:12 GMT-0500 (EST)
v信じる,,,,,,,,
v泣く,,,,,,,,
v建てる,,,,,,,,Sat Apr 07 2018 18:53:37 GMT-0400 (EDT)
v戦う,,,,,,,,Sun Feb 22 2015 00:00:17 GMT-0500 (EST)
v最近,!,"The crappy <span class=""highlight-reading"">psycic</span> can only remember what happened recently. Well, hindsight is 20/20 I suppose...",,0,c,c,,Wed Aug 26 2020 00:26:48 GMT-0400 (EDT)
v信号,!,,,,c,,,Fri Mar 13 2020 22:51:39 GMT-0400 (EDT)
v信用,,,,,,,redfr:8425,Tue Mar 28 2017 04:10:28 GMT-0400 (EDT)
v旅行,,,,,,,,
v返事,,,,,,,,Thu May 09 2019 07:44:09 GMT-0400 (EDT)
v帰る,,,,,,,redfr:8606,Wed Aug 12 2020 04:45:13 GMT-0400 (EDT)
v変事,,,,,,,,
v昨日,,,,,,,,
v仏,,,,,,,redfr:8000,Sun Apr 17 2016 19:06:11 GMT-0400 (EDT)
v中古,!,,,,c,,,Wed Apr 17 2019 11:04:38 GMT-0400 (EDT)
v会う,,,,,,,,Mon Feb 12 2018 12:38:52 GMT-0500 (EST)
v何時,,,,,,,,Mon Aug 14 2017 21:08:21 GMT-0400 (EDT)
v海魚,,,,,,,redfr:8472,Tue May 16 2017 18:08:15 GMT-0400 (EDT)
v金魚,,,,,,,,Sat Apr 02 2016 14:24:29 GMT-0400 (EDT)
v未だ,,"If he tells me ""<span class=""highlight-vocabulary"">not yet</span>"" one more time, I swear to god there is going to be <span class=""highlight-reading"">まだ</span>.",,0,,c,,Tue May 26 2020 22:34:10 GMT-0400 (EDT)
v夏休み,,,,,,,,Tue Mar 26 2019 08:22:14 GMT-0400 (EDT)
v北西,,,,,,,redfr:8489,Fri Nov 17 2017 13:16:18 GMT-0500 (EST)
v時代,,,,,,,,Mon Nov 13 2017 19:08:46 GMT-0500 (EST)
v夏,,,,,,,redfr:8606,Fri Sep 18 2020 10:41:58 GMT-0400 (EDT)
v月末,,,,,,,redfr:8585,Tue Aug 20 2019 03:54:01 GMT-0400 (EDT)
v打つ,!,"What do you say when you get hit? ""Oof!"" (う).",,0,c,c,,Tue Nov 10 2020 19:55:06 GMT-0500 (EST)
v五百,,,,,,,,Fri May 18 2018 04:33:03 GMT-0400 (EDT)
v米,,,,,,,redfr:8586,Mon Feb 10 2020 03:51:56 GMT-0500 (EST)
v音楽,,!,,,,c,,Sun Oct 13 2019 22:03:56 GMT-0400 (EDT)
v貝,,,,,,,,
v兵隊,,,,,,,redfr:8434,Mon Apr 03 2017 10:13:05 GMT-0400 (EDT)
k毎,"The Japanese people's image of Americans is that if you looked in EVERY American home Window you would see a Gun up on a rack. For sure, EVERY time they looked you would hear their reaction, Oh マイ, in Japanese, of course.",,0,,c,,,Sun Aug 09 2020 19:46:38 GMT-0400 (EDT)
v交ぜる,!,"Even though the kanji contains father, its MIXed up. Its actually your Ma (ま).",,0,ript:void(0),c,,Thu Nov 26 2020 16:56:37 GMT-0500 (EST)
v音,"What's making so much <span class=""highlight-vocabulary"">noise</span>? Oh, it's the neighbor's <span class=""highlight-reading"">おと</span>mobile. He took the muffler off and he's driving around town to show off. How annoying!","What's making so much <span class=""highlight-vocabulary"">noise?</span> That's your <span class=""highlight-reading"">おと</span>mobile. It's a jalopy!",0,0,c,c,,Thu Oct 10 2019 13:27:39 GMT-0400 (EDT)
v麦,,,,,,,redfr:8508,Thu Jun 07 2018 00:35:49 GMT-0400 (EDT)
k当,"If you thought that a<span class=""highlight-radical"">triceratops</span> was taller than <span class=""highlight-radical"">wolverine</span>, you would be <span class=""highlight-vocabulary"">CORRECT</span>.","What is the only country and city, where such a crazy game show could exist? That's right! <span class=""highlight-reading"">とう</span>きょう in Japan!",1,0,c,Dakes,,Tue Dec 29 2020 00:43:34 GMT+0000 (Greenwich Mean Time)
v体育,,,,,,,,Sun Jun 10 2018 15:06:17 GMT-0400 (EDT)
v共有する,,,,,,,,
v悪い,,,,,,,,
v短期,,,,,,,redfr:8586,Sun Oct 27 2019 22:05:29 GMT-0400 (EDT)
v大好き,,,,,,,,
k材,,,,,,,,Sun Feb 15 2015 07:16:06 GMT-0500 (EST)
v気持ち悪い,,,,,,,,Fri May 13 2016 23:01:57 GMT-0400 (EDT)
v第一位,,,,,,,redfr:8491,Tue Mar 13 2018 12:33:08 GMT-0400 (EDT)
v一位,,,,,,,redfr:8586,Thu Nov 28 2019 10:56:53 GMT-0500 (EST)
v空間,!,,,,c,,,Thu Jun 25 2020 19:50:04 GMT-0400 (EDT)
v入隊,,,,,,,,
v近道,,,,,,,,Mon Jul 15 2019 09:06:32 GMT-0400 (EDT)
v全身,,,,,,,,Sat Jan 25 2020 12:38:55 GMT-0500 (EST)
v軍隊,,,,,,,,Wed Feb 18 2015 08:21:12 GMT-0500 (EST)
v電力,,,,,,,,Fri Apr 05 2019 08:14:34 GMT-0400 (EDT)
v起こす,,,,,,,,Sun Sep 09 2018 07:52:04 GMT-0400 (EDT)
v流れる,,,,,,,redfr:3836,Mon Feb 16 2015 02:16:49 GMT-0500 (EST)
v〜隊,,,,,,,,
k雰,,,,,,,redfr:4095,Tue Feb 17 2015 01:01:10 GMT-0500 (EST)
v〜間,,,,,,,,Thu May 14 2020 09:00:20 GMT-0400 (EDT)
v回す,!,,,,c,,,Tue Dec 31 2019 09:53:22 GMT-0500 (EST)
